freq,tax,unit,nace_r2,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,ENV,MIO_EUR,C,FR	2167.82 e	2234.96 e	2332.78 e	2481.16 e	3244.67 e	3671.39 e	3511.88 e	2903.39 e	3192.67 e	3353.41 p	3583.31 p
A,ENV,MIO_EUR,C,HR	200.77 	214.48 	234.48 	256.06 	269.41 	292.08 	301.13 	269.64 	298.06 	301.33 	336.51 
A,ENV,MIO_EUR,C,HU	287.56 b	285.24 	297.3 	338.06 	651.99 	341.35 	463.99 	453.38 	477.44 	433.41 	786.9 
A,ENV,MIO_EUR,C,IE	122.36 	157.62 	169.52 	171.82 	185.95 	190.49 	147.14 	190.15 	229.26 	164.82 	163.15 
A,ENV,MIO_EUR,C,IS	18.97 	19.85 	24.83 	14.02 	16.1 	16.36 	21.27 	: 	: 	: 	: 
A,ENV,MIO_EUR,C,IT	6163.18 	7189.21 	6586.23 	6892.36 	6163.07 	5259.84 	5853.36 	5494.93 	5941.6 	3920.3 	5761 p
A,ENV,MIO_EUR,C,LT	95.58 	45.64 	45.27 	42.18 	37.62 	90.9 	107.01 	115.74 	159.48 	152.47 	170.56 
A,ENV,MIO_EUR,C,LU	11.2 	13.19 	14.81 	16.95 	19.47 	22 	21.59 	20.96 	27.35 	28 	22.89 
A,ENV,MIO_EUR,C,LV	70.99 	72.61 	84.9 	90.56 	91.47 	102.19 	78.22 	74.85 	73.89 	52.52 	53.3 
A,ENV,MIO_EUR,C,MK	: 	: 	: 	: 	: 	: 	14.9 	19.02 	21.48 	22.42 	: 
A,ENV,MIO_EUR,C,MT	11.1 	12.63 	13.56 	7.4 	7.58 	8.29 	9 	8.95 	8.5 	8.3 	8.27 
A,ENV,MIO_EUR,C,NL	1031 	1008 	1034 	1117 	1175 	1257 	1392 	1509 	1635 	1864 	1551 p
A,ENV,MIO_EUR,C,NO	119.77 	101.98 	99.56 	95.15 	110 	155.67 	163.94 	148.75 	258.77 	315.56 	249.81 
A,ENV,MIO_EUR,C,PL	1214.07 	1327.4 	1454.22 	1365.5 	1496.16 	1834.83 	2206.25 	2302.94 	4648.6 	6682.79 	4655.96 
A,ENV,MIO_EUR,C,PT	201.63 	225.5 	279.7 	284.11 	304.96 	393.81 	428.29 	437.9 	451.45 	618.72 	758.69 
A,ENV,MIO_EUR,C,RO	1149.19 	1469.72 	1640.04 	1715 	1469 	1662.9 	2107.92 	1831.61 	2080.54 	1635.69 	1698.52 
A,ENV,MIO_EUR,C,RS	156.85 	190.42 	212.76 	263.94 	273.46 	302.89 	287.91 	293.28 	298.56 	310.03 	322.18 
A,ENV,MIO_EUR,C,SE	454.06 	477.3 	515.66 	635.71 	641.84 	715.17 	762.74 	721.63 	867.52 	930.54 	884.16 
A,ENV,MIO_EUR,C,SI	213.66 	220.68 	252.79 	271.12 	243.09 	242.93 	269.18 	228.87 	275.97 	271.41 	269.3 
A,ENV,MIO_EUR,C,SK	140.67 	188.5 	187.82 	196.59 	148.08 	190.67 	339.07 	362.11 	371.5 	393.43 p	458.58 ep
A,ENV,MIO_EUR,C,TR	1560.7 	1475.71 	1633.33 	1636.68 	1539.73 	1065.9 	997.68 	1253.51 	1148.61 	1638.74 	2571.85 
A,ENV,MIO_EUR,C16,AT	45.26 	47.46 	68.12 	48.29 	52.53 	54.05 	58.05 	52.98 	62.97 	50.32 	48.31 
A,ENV,MIO_EUR,C16,BE	15.19 	16.57 	20.9 	25.38 	28.78 	28.13 	28.18 	22.85 	24.17 	19.34 e	19.52 e
A,ENV,MIO_EUR,C16,BG	4.31 	3.88 	4.4 	4.27 	4.82 	4.74 	4.98 	4.81 	5.3 	4.86 	4.52 
A,ENV,MIO_EUR,C16,CH	34 	31.04 	37.06 	36.04 	35.84 	36.55 	37.77 	38.46 	39.21 	41.94 	45.28 p
A,ENV,MIO_EUR,C16,CY	1.29 	1.29 	1.3 	1.35 	1.45 	1.33 	1.28 	1.59 	1.24 	1.1 	1.15 
A,ENV,MIO_EUR,C16,CZ	22.44 	21.39 	20.76 	22.84 	21.68 	21.44 	20.23 	22.61 	25.7 	20.02 	19.95 
A,ENV,MIO_EUR,C16,DE	64.32 	62.61 	51.96 	74.07 	79.96 	75.87 	175.57 be	187.74 e	213.97 e	118.21 e	83.68 bep
A,ENV,MIO_EUR,C16,DK	16.54 	13.92 	13.27 	13.88 	11.45 	10.49 	7.3 	8.07 	6.69 	6.8 p	5.81 p
A,ENV,MIO_EUR,C16,EE	5.31 	6.17 	7.31 	8.02 	7.08 	7.57 	8.44 	5.61 	6.69 	6.49 	8.51 
A,ENV,MIO_EUR,C16,EL	7 	6.03 	5.48 	4.87 	5.38 	4.79 	5.1 	3.31 	4.13 	4.21 	4.72 
A,ENV,MIO_EUR,C16,ES	20.84 	22.8 	28.14 	28.97 	31.74 	32.87 	30.19 	26.43 	32.42 	24.16 	30.5 
A,ENV,MIO_EUR,C16,EU27_2020	591.73 	615.8 	655.47 	683.94 	704.02 	692.84 	775.88 	750.69 	937.23 	798.62 	722.32 
A,ENV,MIO_EUR,C16,FI	11.77 	11.76 	22.19 b	11.93 b	9.73 	9.53 	9.13 	8.17 	8.04 	17.14 	15.73 
A,ENV,MIO_EUR,C16,FR	35.61 e	35.83 e	38.58 e	39.84 e	47.54 e	53.47 e	49.16 e	42.6 e	53.41 e	52.01 p	48.05 p
A,ENV,MIO_EUR,C16,HR	7.59 	8.38 	9.33 	10.09 	10.7 	11.66 	12 	10.38 	11.57 	11.45 	12.73 
A,ENV,MIO_EUR,C16,HU	6.08 b	6.62 	7.57 	7.39 	14.88 	9.59 	8.71 	8.37 	8.45 	7.26 	7.79 
A,ENV,MIO_EUR,C16,IE	2.9 	6.38 	5.67 	5.81 	6.94 	6.56 	3.85 	4.9 	6.3 	2.76 	2.22 
A,ENV,MIO_EUR,C16,IS	0.08 	0.09 	0.09 	0.16 	0.19 	0.32 	0.15 	: 	: 	: 	: 
A,ENV,MIO_EUR,C16,IT	161.57 	176.21 	165.19 	167.4 	150.28 	113.23 	121.58 	110.08 	122.04 	76.73 	105.46 p
A,ENV,MIO_EUR,C16,LT	1.4 	1.78 	1.94 	2.22 	2.13 	1.97 	3.11 	3.53 	4.11 	3.83 	4.24 
A,ENV,MIO_EUR,C16,LU	0.67 	0.74 	0.72 	0.78 	0.52 	0.51 	0.77 	0.92 	1.16 	1.37 	1.53 
A,ENV,MIO_EUR,C16,LV	25 	30.01 	34.96 	38.7 	38.41 	42.13 	32.3 	33.18 	32.01 	17.38 	16.87 
A,ENV,MIO_EUR,C16,MK	: 	: 	: 	: 	: 	: 	0.18 	0.41 	0.56 	0.58 	: 
A,ENV,MIO_EUR,C16,MT	0.02 	0.03 	0.04 	0.05 	0.03 	0.04 	0.04 	0.03 	0.03 	0.03 	0.04 
A,ENV,MIO_EUR,C16,NL	20 	15 	15 	16 	15 	16 	19 	19 	23 	33 	29 p
A,ENV,MIO_EUR,C16,NO	4.48 	5.03 	4.92 	5.06 	5.04 	6.04 	6.5 	4.94 	5.9 	7.92 	5.25 
A,ENV,MIO_EUR,C16,PL	44.46 	49.33 	53.79 	48.56 	53.78 	62.79 	59.05 	51.25 	133.17 	187.21 	150.77 
A,ENV,MIO_EUR,C16,PT	9.98 	10.86 	12.1 	14.67 	15.66 	18.24 	19.19 	19.55 	20.75 	21.2 	25.07 
A,ENV,MIO_EUR,C16,RO	16.71 	19.41 	23.64 	24.83 	30.08 	41.43 	34.8 	33.12 	57.3 	50.41 	21.37 
A,ENV,MIO_EUR,C16,RS	0.6 	1.88 	3.5 	2.8 	2.73 	2.72 	3.43 	2.89 	3.13 	2.1 	2.16 
A,ENV,MIO_EUR,C16,SE	39.78 	36.53 	37.81 	54.55 	56.98 	55.95 	55.89 	56.88 	60.42 	48.52 	42.11 
A,ENV,MIO_EUR,C16,SI	1.3 	1.32 	1.76 	1.83 	1.84 	1.84 	1.89 	1.73 	1.89 	1.69 	1.63 
A,ENV,MIO_EUR,C16,SK	4.39 	3.5 	3.55 	7.35 	4.65 	6.64 	6.1 	11 	10.31 	11.13 p	11.07 ep
A,ENV,MIO_EUR,C16,TR	22.56 	19.41 	20.67 	20.49 	18.6 	12.14 	12.27 	10.81 	6.22 	7.38 	11.03 
A,ENV,MIO_EUR,C17,AT	70.21 	69.42 	79.13 	71.73 	76.05 	81.7 	91.49 	86.54 	99.77 	58.56 	29.8 
A,ENV,MIO_EUR,C17,BE	20.65 	24.62 	22.36 	25.44 	30.93 	29.61 	30.2 	25.11 	26.59 	25.49 e	23.77 e
A,ENV,MIO_EUR,C17,BG	2.42 	2.58 	2.48 	1.96 	2.61 	2.2 	2.09 	1.84 	1.6 	2.26 	1.59 
A,ENV,MIO_EUR,C17,CH	11.39 	7.91 	12.25 	10.47 	13.6 	14.36 	11.6 	9.87 	11.06 	12.06 	10.71 p
A,ENV,MIO_EUR,C17,CY	0.24 	0.25 	0.26 	0.23 	0.27 	0.25 	0.27 	0.26 	0.23 	0.22 	0.23 
A,ENV,MIO_EUR,C17,CZ	5.41 	4.77 	5.85 	6.36 	6.73 	26.4 	26.5 	8.69 	10.51 	9.18 	11.53 
A,ENV,MIO_EUR,C17,DE	210.84 	212.47 	181.49 	237.82 	274.14 	265.72 	506.84 be	534.42 e	567.41 e	398.19 e	333.97 bep
A,ENV,MIO_EUR,C17,DK	15.33 	13.9 	13 	10.5 	9.46 	9.48 	6.36 	6.61 	6.1 	8.46 p	7.83 p
A,ENV,MIO_EUR,C17,EE	2.05 	2.17 	2.01 	2.24 	2.45 	2.62 	2.62 	2.13 	1.91 	1.65 	1.18 
A,ENV,MIO_EUR,C17,EL	8.59 	8.28 	8.29 	6.33 	8.52 	7.31 	8.61 	6.63 	9.58 	7.23 	12.51 
A,ENV,MIO_EUR,C17,ES	38.49 	41.22 	55.04 	56.93 	64.05 	72.44 	75.8 	108.82 	137.79 	109.18 	159.3 
A,ENV,MIO_EUR,C17,EU27_2020	843.95 	877.74 	903.38 	996.76 	1055.16 	1111.14 	1432.9 	1474.5 	1717.05 	1610.82 	1553.6 
A,ENV,MIO_EUR,C17,FI	34.28 	27.8 	61.43 b	67.17 b	54.34 	61.21 	59.52 	48.54 	50.28 	98.04 	76.98 
A,ENV,MIO_EUR,C17,FR	37.89 e	36.64 e	39.16 e	46.14 e	64.47 e	78.62 e	66.27 e	63.99 e	69.91 e	68.75 p	64.95 p
A,ENV,MIO_EUR,C17,HR	5.19 	5.73 	6.14 	6.47 	6.98 	7.57 	7.8 	7.03 	7.71 	7.61 	8.57 
A,ENV,MIO_EUR,C17,HU	9.26 b	9.38 	10.54 	12.58 	18.61 	11.42 	20.22 	18.95 	19.75 	21.94 	36.11 
A,ENV,MIO_EUR,C17,IE	1.06 	1.17 	0.94 	1.3 	1.41 	1.78 	0.77 	2.09 	1.21 	0.89 	0.88 
A,ENV,MIO_EUR,C17,IS	0.01 	0.02 	0.02 	0.02 	0.03 	0.01 	0.01 	: 	: 	: 	: 
A,ENV,MIO_EUR,C17,IT	190.31 	223.63 	192.54 	194.06 	172.12 	157.28 	190.6 	196.24 	229.8 	197.28 	263.98 p
A,ENV,MIO_EUR,C17,LT	3.36 	3.92 	4.48 	2.1 	2.32 	1.58 	2.78 	2.72 	2.6 	2.35 	2.64 
A,ENV,MIO_EUR,C17,LU	0.03 	0.02 	0.03 	0.05 	0.04 	0.07 	0.07 	0.05 	0.23 	0.18 	0.12 
A,ENV,MIO_EUR,C17,LV	0.57 	0.67 	0.68 	0.68 	0.72 	0.68 	0.46 	0.48 	0.47 	0.34 	0.29 
A,ENV,MIO_EUR,C17,MK	: 	: 	: 	: 	: 	: 	0.16 	0.33 	0.35 	0.42 	: 
A,ENV,MIO_EUR,C17,MT	0.03 	0.04 	0.05 	0.04 	0.04 	0.04 	0.04 	0.04 	0.04 	0.03 	0.04 
A,ENV,MIO_EUR,C17,NL	36 	35 	35 	39 	42 	44 	52 	59 	63 	67 	58 p
A,ENV,MIO_EUR,C17,NO	0.64 	0.6 	0.45 	1.29 	1.61 	1.98 	1.73 	1.21 	1.77 	3.76 	1.84 
A,ENV,MIO_EUR,C17,PL	21.79 	25.75 	29.38 	27.48 	33.29 	42.81 	46.05 	61.67 	127.1 	185.74 	147.95 
A,ENV,MIO_EUR,C17,PT	14.31 	16.28 	20.89 	22.36 	21.33 	29.05 	31.65 	31.66 	33.08 	46.24 	57.84 
A,ENV,MIO_EUR,C17,RO	5.27 	5.71 	14.7 	19.19 	20.41 	17.34 	40.47 	38.31 	44.54 	38.58 	30.95 
A,ENV,MIO_EUR,C17,RS	0.7 	1.04 	1.39 	2.32 	2.31 	2.45 	2.91 	2.61 	2.72 	2.92 	2.92 
A,ENV,MIO_EUR,C17,SE	99.45 	93.53 	102.1 	120.79 	125.28 	142.48 	140.45 	138.75 	183.07 	235.83 	201.54 
A,ENV,MIO_EUR,C17,SI	6.62 	7.22 	9.64 	10.29 	10.3 	10.77 	11.65 	11.53 	12.42 	12.12 	12.82 
A,ENV,MIO_EUR,C17,SK	4.29 	5.58 	5.79 	7.53 	6.32 	6.73 	11.35 	12.42 	10.35 	7.49 p	8.24 ep
A,ENV,MIO_EUR,C17,TR	10.73 	9.66 	10.53 	10.24 	9.7 	8.39 	8.97 	7.28 	5.36 	7.43 	9.02 
A,ENV,MIO_EUR,C18,AT	4.24 	4.47 	4.66 	4.36 	4.75 	4.77 	4.94 	4.64 	5.38 	3.71 	2.84 
A,ENV,MIO_EUR,C18,BE	14.04 	15.32 	17.32 	19.23 	20.76 	20.39 	19.27 	11.61 	10.19 	8.28 e	8.17 e
A,ENV,MIO_EUR,C18,BG	0.54 	0.56 	0.52 	0.44 	0.52 	0.52 	0.55 	0.49 	0.92 	0.47 	0.51 
A,ENV,MIO_EUR,C18,CH	20.77 	19.21 	22.59 	21.23 	20.38 	21.05 	20.86 	20.02 	19.21 	20.11 	19.92 p
A,ENV,MIO_EUR,C18,CY	0.35 	0.3 	0.31 	0.35 	0.41 	0.43 	0.41 	0.38 	0.27 	0.25 	0.26 
A,ENV,MIO_EUR,C18,CZ	2.35 	2.41 	2.9 	3.05 	3.09 	3.06 	3.18 	3.4 	3.09 	2.66 	2.64 
A,ENV,MIO_EUR,C18,DE	68.47 	63.6 	58.03 	77.06 	81.21 	79.77 	193.29 be	173.38 e	167.44 e	93.16 e	70.86 bep
A,ENV,MIO_EUR,C18,DK	11.49 	8.59 	8.2 	7.07 	5.71 	5.16 	3.21 	3.17 	2.65 	2.45 p	1.72 p
A,ENV,MIO_EUR,C18,EE	0.49 	0.59 	0.6 	0.7 	0.7 	0.7 	0.69 	0.42 	0.38 	0.37 	0.35 
A,ENV,MIO_EUR,C18,EL	4.42 	3.98 	3.45 	2.76 	3.51 	2.98 	3.17 	2.22 	3.28 	2.49 	3.41 
A,ENV,MIO_EUR,C18,ES	20.55 	20.7 	23.64 	21.35 	21.07 	19.96 	16.48 	14.66 	14.8 	10.04 	18.81 
A,ENV,MIO_EUR,C18,EU27_2020	248.37 	240.37 	238.69 	252.23 	265.95 	257.39 	385.08 b	354.04 	368.92 	246.52 	249.35 
A,ENV,MIO_EUR,C18,FI	2.28 	1.93 	3.53 b	1.66 b	1.68 	1.19 	1.05 	0.95 	0.79 	1.69 	1.19 
A,ENV,MIO_EUR,C18,FR	18.98 e	18.84 e	19.71 e	20.49 e	28.09 e	29.65 e	27.39 e	21.75 e	21.91 e	21.61 p	19.65 p
A,ENV,MIO_EUR,C18,HR	3.03 	3.47 	3.93 	4.52 	5.06 	5.55 	5.72 	4.97 	5.34 	5.31 	5.97 
A,ENV,MIO_EUR,C18,HU	5.01 b	2.36 	3.82 	2.31 	3.62 	1.82 	1.79 	1.57 	1.61 	1.32 	1.47 
A,ENV,MIO_EUR,C18,IE	1.4 	1.57 	1.63 	1.68 	2.09 	1.76 	0.79 	2.43 	2.33 	1.55 	1.57 
A,ENV,MIO_EUR,C18,IS	0.18 	0.2 	0.24 	0.28 	0.28 	0.24 	0.16 	: 	: 	: 	: 
A,ENV,MIO_EUR,C18,IT	60.92 	60.4 	50.86 	50.82 	46.31 	41.03 	64.44 b	68.86 	83.95 	45.86 	62.47 p
A,ENV,MIO_EUR,C18,LT	0.1 	0.1 	0.1 	0.11 	0.1 	0.12 	0.37 	0.34 	0.28 	0.36 	0.35 
A,ENV,MIO_EUR,C18,LU	0.22 	0.24 	0.24 	0.22 	0.21 	0.24 	0.26 	0.12 	0.12 	0.14 	0.12 
A,ENV,MIO_EUR,C18,LV	0.66 	0.64 	0.73 	0.81 	0.72 	0.86 	0.63 	0.55 	0.5 	0.39 	0.38 
A,ENV,MIO_EUR,C18,MK	: 	: 	: 	: 	: 	: 	0.21 	0.35 	0.41 	0.45 	: 
A,ENV,MIO_EUR,C18,MT	0.12 	0.13 	0.14 	0.1 	0.15 	0.16 	0.2 	0.16 	0.16 	0.15 	0.16 
A,ENV,MIO_EUR,C18,NL	13 	14 	16 	16 	18 	19 	21 	23 	23 	26 	22 p
A,ENV,MIO_EUR,C18,NO	0.64 	0.48 	0.56 	0.54 	0.86 	0.73 	0.71 	0.56 	0.39 	0.89 	0.53 
A,ENV,MIO_EUR,C18,PL	5.87 	6.4 	6.96 	6.53 	7.76 	7.63 	5.3 	5.79 	8.97 	8.24 	14.38 
A,ENV,MIO_EUR,C18,PT	3.29 	3.47 	3.73 	3.59 	3.63 	3.85 	3.92 	3.44 	3.8 	3.09 	3.5 
A,ENV,MIO_EUR,C18,RO	1.17 	1.3 	1.59 	1.52 	1.86 	1.44 	1.74 	1.52 	3.36 	3.1 	3.03 
A,ENV,MIO_EUR,C18,RS	0.61 	0.87 	1.17 	2.05 	1.62 	1.57 	1.76 	1.59 	1.74 	1.53 	1.89 
A,ENV,MIO_EUR,C18,SE	4 	3.46 	3.4 	3.57 	3.4 	3.21 	3.04 	2.86 	2.91 	2.24 	1.9 
A,ENV,MIO_EUR,C18,SI	0.52 	0.55 	0.74 	0.79 	0.81 	0.82 	0.83 	0.79 	0.84 	0.74 	0.72 
A,ENV,MIO_EUR,C18,SK	0.85 	1.02 	1.95 	1.17 	0.74 	1.34 	1.42 	0.59 	0.65 	0.86 p	0.95 ep
A,ENV,MIO_EUR,C18,TR	7.61 	6.89 	7.36 	7.24 	6.28 	4.47 	4.44 	3.99 	2.27 	2.74 	4.08 
A,ENV,MIO_EUR,C19,AT	3.1 	3.45 	5.72 	4.14 	5.49 	6.85 	19.58 	17.88 	18.86 	28.48 	35.07 
A,ENV,MIO_EUR,C19,BE	112.19 	68.5 	64.69 	163.75 	215.45 	260.05 	244.11 	142.58 	115.86 	118.03 e	134.24 e
A,ENV,MIO_EUR,C19,BG	43.4 	37.07 	40.81 	33.98 	43.62 	29.89 	18.01 	16.44 	1.26 	34.51 	43.71 
A,ENV,MIO_EUR,C19,CH	74.99 	89.29 	81.29 	86.57 	89.88 	95.21 	82.82 	95.94 	90.4 	151.68 	122.9 p
A,ENV,MIO_EUR,C19,CY	0.01 	0.02 	0.02 	0.03 	0.03 	0.05 	0.05 	0.05 	0.06 	0.05 	0.05 
A,ENV,MIO_EUR,C19,CZ	25.8 	27.09 	36.86 	36.18 	39.47 	5.97 	5.77 	5.26 	8.45 	8.46 	6.33 
A,ENV,MIO_EUR,C19,DE	353.67 	346.01 	409.21 	351.11 	369.05 	389.35 	279.85 be	310.69 e	433.35 e	391.89 e	416.29 bep
A,ENV,MIO_EUR,C19,DK	13.12 	27.01 	29.89 	22.53 	20.88 	21.98 	26.67 	20.93 	23.1 	21.98 p	23.8 p
A,ENV,MIO_EUR,C19,EE	3.21 	10.28 	11.96 	14.78 	13.26 	16.63 	43.76 	47.04 	38.75 	19.1 	44.88 
A,ENV,MIO_EUR,C19,EL	157.62 	146.28 	103.49 	95.54 	125.22 	155.47 	156.25 	119.46 	164.65 	240.64 	297.78 
A,ENV,MIO_EUR,C19,ES	403.83 	381.96 	338.82 	353.59 	422.49 	515.47 	504.65 	368.71 	622.09 	854.54 	1018.61 
A,ENV,MIO_EUR,C19,FI	253.89 	210.98 	237.49 b	34.52 b	34.07 	42.64 	57.38 	50.25 	44.77 	75.2 	79.57 
A,ENV,MIO_EUR,C19,FR	201.91 e	199.93 e	209.28 e	199.81 e	79.92 e	96.42 e	88.92 e	62.62 e	78.85 e	116.69 p	140.13 p
A,ENV,MIO_EUR,C19,HR	33.34 	35.33 	38.59 	44.67 	46.22 	50.73 	52.14 	47.39 	51.67 	51.41 	57.84 
A,ENV,MIO_EUR,C19,HU	112.78 b	110.49 	91.5 	107.53 	254.53 	137.83 	201.74 	197.28 	214.03 	176.65 	427.76 
A,ENV,MIO_EUR,C19,IE	0.48 	0.98 	1.37 	1.29 	1.57 	1.62 	1.13 	2.53 	2.76 	1.5 	1.57 
A,ENV,MIO_EUR,C19,IS	0 	0 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 
A,ENV,MIO_EUR,C19,IT	168.88 	249.98 	223.28 	250.47 	219.85 	231.24 	382.85 	341.78 	401.35 	582.52 	818.62 p
A,ENV,MIO_EUR,C19,LT	5.14 	2 	: @C	1.94 	2.3 	1.97 	8.47 	9.08 	8.16 	8.9 	15.44 
A,ENV,MIO_EUR,C19,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,C19,LV	0.03 	0.02 	0.04 	0.02 	0.02 	0.02 	0.02 	0.01 	0 	0.01 	0.02 
A,ENV,MIO_EUR,C19,MK	: 	: 	: 	: 	: 	: 	0.08 	0.05 	0.07 	0.06 	: 
A,ENV,MIO_EUR,C19,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,C19,NL	52 	49 	51 	54 	63 	62 	79 	89 	106 	128 	142 p
A,ENV,MIO_EUR,C19,NO	5.12 	1.08 	3.35 	2.15 	8.26 	18.65 	16.34 	15.11 	53.13 	55.13 	56.81 
A,ENV,MIO_EUR,C19,PL	356.99 	297.79 	323.16 	307.05 	323.51 	355.39 	443.89 	386.6 	690.11 	1278.14 	811.01 
A,ENV,MIO_EUR,C19,PT	19.52 	19.85 	32.32 	12.73 	20 	39.24 	46.91 	47.12 	49.77 	91.45 	117.78 
A,ENV,MIO_EUR,C19,RO	728.9 	891.09 	1013.43 	1021.91 	910.95 	1014.09 	1134.75 	914.2 	1067.76 	1039.18 	1054.94 
A,ENV,MIO_EUR,C19,RS	7.46 	0.6 	35.97 	40.55 	36.88 	46.11 	35.71 	32.49 	32.51 	40.3 	46.89 
A,ENV,MIO_EUR,C19,SE	7.38 	12.62 	11.77 	14.71 	18.3 	21.2 	28 	31.27 	40.54 	49.19 	38.35 
A,ENV,MIO_EUR,C19,SK	1.39 	5.68 	5.35 	7.92 	6.52 	9.48 	24.4 	33.91 	35.19 	29.1 p	36.28 ep
A,ENV,MIO_EUR,C19,TR	282.29 	251 	239.22 	229.12 	219.79 	172.68 	174.19 	147.62 	104.24 	181.92 	200.13 
A,ENV,MIO_EUR,C20,AT	53.31 	53.1 	60.4 	54.41 	58.7 	62.49 	76.6 	73.17 	90.58 	48.64 	26.2 
A,ENV,MIO_EUR,C20,BE	275.21 	200.7 	187.67 	196.97 	220.91 	192.44 	208.5 	225 	246.81 	212.76 e	221.78 e
A,ENV,MIO_EUR,C20,BG	5.54 	10.64 	13.43 	13.37 	14.23 	15.69 	16.47 	11.55 	13.12 	43.76 	39.2 
A,ENV,MIO_EUR,C20,CY	0.54 	0.6 	0.57 	0.63 	0.6 	0.71 	0.7 	0.74 	0.58 	0.52 	0.54 
A,ENV,MIO_EUR,C20,CZ	212.91 	220.41 	208.11 	125.32 	239.39 	379.33 	389.24 	260.96 	345.68 	374.04 	409.33 
A,ENV,MIO_EUR,C20,DE	960.46 	913.04 	857.76 	962.65 	1067.3 	1064.4 	2109.59 be	2185 e	2380.25 e	1312.65 e	1044.13 bep
A,ENV,MIO_EUR,C20,DK	75.24 	66.89 	60.8 	65 	52.06 	46.97 	31.02 	36.68 	39.58 	41.96 p	27.69 p
A,ENV,MIO_EUR,C20,EE	1.34 	0.96 	0.91 	0.68 	0.94 	1.43 	1 	0.68 	0.8 	1.1 	0.72 
A,ENV,MIO_EUR,C20,EL	15.1 	12.24 	10.55 	8.1 	11.68 	9.39 	8.03 	6.23 	10.99 	9.35 	8.73 
A,ENV,MIO_EUR,C20,ES	131.79 	141.99 	183.67 	188.76 	212.56 	231.71 	229.17 	257.92 	342.56 	330.58 	398.56 
A,ENV,MIO_EUR,C20,EU27_2020	: @C	2999.77 	2971.95 	3002.21 	3328.36 	3588.78 	4968.33 b	4912.86 	6035.81 	5108.79 	4567.01 
A,ENV,MIO_EUR,C20,FI	33.83 	23.2 	48 b	33.26 b	27.21 	28.19 	28.37 	26.19 	18.06 	17.27 	11.73 
A,ENV,MIO_EUR,C20,FR	193.43 e	186.24 e	178.85 e	200.22 e	292.62 e	326.76 e	331.51 e	277.63 e	335.45 e	364.08 p	334.79 p
A,ENV,MIO_EUR,C20,HR	10.76 	11.86 	13.16 	14.03 	14.71 	15.85 	16.12 	14.19 	15.85 	15.93 	17.91 
A,ENV,MIO_EUR,C20,HU	20.71 b	26.11 	32.5 	53.6 	99.4 	46.92 	76.4 	85.38 	86.58 	87.06 	146.7 
A,ENV,MIO_EUR,C20,IE	8.02 	10.27 	12.13 	11.68 	12.76 	12.34 	8.96 	10.43 	15.41 	10.74 	10.49 
A,ENV,MIO_EUR,C20,IS	0.14 	0.13 	0.24 	0.29 	0.27 	0.29 	0.23 	: 	: 	: 	: 
A,ENV,MIO_EUR,C20,IT	377.5 	485.05 	448.46 	461.2 	402.68 	353.51 	420.36 	414.22 	322.91 	273.93 	504.2 p
A,ENV,MIO_EUR,C20,LT	: @C	19.56 	17.06 	18.62 	12.75 	65.01 	58.65 	67.11 	108.91 	103.27 	107.87 
A,ENV,MIO_EUR,C20,LU	0.15 	0.29 	0.3 	0.3 	0.32 	0.55 	0.9 	0.71 	0.37 	0.35 	0.39 
A,ENV,MIO_EUR,C20,LV	1.8 	1.64 	2.41 	2.28 	2.21 	2.97 	2.44 	2.54 	3.21 	1.74 	2.2 
A,ENV,MIO_EUR,C20,MK	: 	: 	: 	: 	: 	: 	0.14 	0.27 	0.32 	0.4 	: 
A,ENV,MIO_EUR,C20,MT	0.08 	0.11 	0.12 	0.1 	0.12 	0.11 	0.11 	0.12 	0.11 	0.1 	0.11 
A,ENV,MIO_EUR,C20,NL	139 	143 	156 	162 	169 	191 	233 	243 	274 	369 	238 p
A,ENV,MIO_EUR,C20,NO	16.52 	18.31 	18.66 	17.22 	18.44 	21.36 	21.82 	23.31 	41.42 	49 	41.31 
A,ENV,MIO_EUR,C20,PL	105.47 	126.88 	143.42 	132.67 	137.57 	210.5 	295.17 	297.67 	911.19 	1078.34 	577.61 
A,ENV,MIO_EUR,C20,PT	11.93 	16.87 	27.67 	27.27 	26.19 	42.41 	49.87 	53.5 	53.3 	120.47 	149.68 
A,ENV,MIO_EUR,C20,RO	96.46 	158.81 	144.83 	91.52 	95.81 	125.39 	176.34 	180.48 	191.92 	54.12 	57.25 
A,ENV,MIO_EUR,C20,RS	85.21 	74.93 	83.95 	92.71 	102.87 	116.09 	102.27 	124.55 	125.15 	116.31 	111.68 
A,ENV,MIO_EUR,C20,SE	19.96 	29.77 	29.92 	44.23 	41.78 	48.8 	57.41 	64.2 	83.93 	91.98 	84.97 
A,ENV,MIO_EUR,C20,SI	118.61 	120.72 	110.46 	117.7 	100.44 	97.82 	110.14 	87.32 	109.1 	106.95 	101.99 
A,ENV,MIO_EUR,C20,SK	14.75 	18.83 	22.81 	15.66 	14.41 	16.09 	32.25 	30.26 	34.57 	38.11 p	44.26 ep
